Page,"Analysis Options","Latest Report URL","Latest Report time","Report count","GTmetrix Grade - Average","Performance Score (%) - Average","Structure Score (%) - Average","First Contentful Paint (ms) - Average","Largest Contentful Paint (ms) - Average","Total Blocking Time (ms) - Average","Cumulative Layout Shift - Average","Time to First Byte (ms) - Average","Fully loaded (ms) - Average","Total Size (bytes) - Average","Total Requests - Average"
https://berkahmandiri.co.id/,"Chrome Desktop, Seattle, WA, USA",https://gtmetrix.com/pages/berkahmandiri.co.id/4A6nuzz1/latest-report,"2026-02-02 16:44:35",3,76.3,63,96,2240.6,3511,6.6,0.000240495666666667,1627,8278,2007348.6,14.3
