Page,"Analysis Options","Latest Report URL","Latest Report time","Report count","GTmetrix Grade - Average","Performance Score (%) - Average","Structure Score (%) - Average","First Contentful Paint (ms) - Average","Largest Contentful Paint (ms) - Average","Total Blocking Time (ms) - Average","Cumulative Layout Shift - Average","Time to First Byte (ms) - Average","Fully loaded (ms) - Average","Total Size (bytes) - Average","Total Requests - Average"
https://berkahmandiri.co.id/,"Chrome Desktop, Seattle, WA, USA",https://gtmetrix.com/pages/berkahmandiri.co.id/4A6nuzz1/latest-report,"2026-02-02 20:59:20",5,78.4,66.2,96.8,1754.4,3378.6,4,0.0002204746,998.4,8928.8,1886147.8,15.2
